67 196
1	5	1.06366
1	38	1.74473
1	52	2.09208
1	60	2.21498
2	28	1.40605
2	49	1.97001
2	51	1.93287
2	57	2.15292
3	6	1.27472
3	46	1.72374
3	50	2.02117
3	59	2.17062
4	32	1.53559
4	38	1.66807
4	52	2.01542
4	60	2.13832
5	1	1.06366
5	38	1.82136
5	52	2.16871
5	60	2.29161
6	3	1.27472
6	26	1.66361
6	46	1.8491
6	59	2.29598
7	19	1.16269
7	49	2.0538
7	51	2.01666
7	57	2.23671
8	11	1.11477
8	45	1.25789
8	63	2.27259
8	66	2.33851
9	24	1.97638
9	48	2.35479
9	56	2.90788
9	64	3.64829
10	23	1.00299
10	34	1.59501
10	63	2.25739
10	66	2.32332
11	8	1.11477
11	47	1.41146
11	58	1.96015
11	65	2.44446
12	35	1.11803
12	43	2.10319
12	49	2.57143
12	57	2.75434
13	18	1.14395
13	32	1.65313
13	52	2.13296
13	60	2.25586
14	26	1.4985
14	39	1.67174
14	40	1.73646
14	50	1.98143
15	43	1.48083
15	49	1.94906
15	51	1.91193
15	57	2.13198
16	24	1.23366
16	37	1.75226
16	41	1.93296
16	56	2.16516
17	39	1.56179
17	40	1.62651
17	50	1.87148
17	59	2.02092
18	13	1.14395
18	32	1.72829
18	52	2.20812
18	60	2.33102
19	7	1.16269
19	28	1.6243
19	51	2.15113
19	57	2.37118
20	36	1.27446
20	55	1.82306
20	61	2.09237
20	62	2.07805
21	53	1.50873
21	54	1.73178
21	61	1.99104
21	62	1.97671
22	34	1.12996
22	64	2.29441
22	65	1.89936
22	67	2.05901
23	10	1.00299
23	45	1.22618
23	66	2.3068
23	67	2.50754
24	9	1.97638
24	16	1.23366
24	41	1.89111
24	56	2.12331
25	35	2.14731
25	37	1.8215
25	41	2.00219
25	48	1.68131
25	56	2.23439
26	6	1.66361
26	14	1.4985
26	40	2.16509
26	46	2.11262
26	59	2.55951
27	30	1.08836
27	33	1.24185
27	64	2.70958
27	65	2.31454
27	67	2.47419
28	2	1.40605
28	19	1.6243
28	43	2.04717
28	49	2.51541
28	57	2.69833
29	30	1.09699
29	33	1.25048
29	63	2.21615
29	64	2.71821
29	67	2.48281
30	27	1.08836
30	29	1.09699
30	64	2.87818
30	65	2.48313
30	66	2.44204
31	53	1.73067
31	54	1.95372
31	55	1.94366
31	61	2.21298
31	62	2.19865
32	4	1.53559
32	13	1.65313
32	18	1.72829
32	38	2.36995
32	60	2.8402
33	27	1.24185
33	29	1.25048
33	58	2.15231
33	63	2.52961
33	67	2.79627
34	10	1.59501
34	22	1.12996
34	44	1.68941
34	58	2.45559
34	67	3.09955
35	12	1.11803
35	25	2.14731
35	37	2.55482
35	48	2.41463
35	56	2.96772
36	20	1.27446
36	42	1.69004
36	54	2.41351
36	55	2.40345
36	61	2.67276
36	62	2.65844
37	16	1.75226
37	25	1.8215
37	35	2.55482
37	41	2.4097
37	48	2.08882
37	56	2.6419
38	1	1.74473
38	4	1.66807
38	5	1.82136
38	32	2.36995
38	52	2.84978
38	60	2.97268
39	14	1.67174
39	17	1.56179
39	40	2.33832
39	46	2.28586
39	50	2.5833
39	59	2.73274
40	14	1.73646
40	17	1.62651
40	26	2.16509
40	39	2.33832
40	50	2.64802
40	59	2.79746
41	16	1.93296
41	24	1.89111
41	25	2.00219
41	37	2.4097
41	48	2.26951
41	56	2.8226
42	36	1.69004
42	53	2.02565
42	54	2.2487
42	55	2.23864
42	61	2.50796
42	62	2.49363
43	12	2.10319
43	15	1.48083
43	28	2.04717
43	49	2.61114
43	51	2.574
43	57	2.79405
44	34	1.68941
44	47	1.42581
44	58	1.9745
44	63	2.3518
44	64	2.85386
44	67	2.61846
45	8	1.25789
45	23	1.22618
45	63	2.48058
45	64	2.98264
45	65	2.58759
45	66	2.5465
46	3	1.72374
46	6	1.8491
46	26	2.11262
46	39	2.28586
46	50	2.59555
46	59	2.745
47	11	1.41146
47	44	1.42581
47	58	2.19199
47	65	2.6763
47	66	2.63521
47	67	2.83595
48	9	2.35479
48	25	1.68131
48	35	2.41463
48	37	2.08882
48	41	2.26951
48	56	2.50171
49	2	1.97001
49	7	2.0538
49	12	2.57143
49	15	1.94906
49	28	2.51541
49	43	2.61114
49	51	3.04223
50	3	2.02117
50	14	1.98143
50	17	1.87148
50	39	2.5833
50	40	2.64802
50	46	2.59555
50	59	3.04243
51	2	1.93287
51	7	2.01666
51	15	1.91193
51	19	2.15113
51	43	2.574
51	49	3.04223
51	57	3.22515
52	1	2.09208
52	4	2.01542
52	5	2.16871
52	13	2.13296
52	18	2.20812
52	38	2.84978
52	60	3.32002
53	21	1.50873
53	31	1.73067
53	42	2.02565
53	54	2.74912
53	55	2.73906
53	61	3.00837
53	62	2.99405
54	21	1.73178
54	31	1.95372
54	36	2.41351
54	42	2.2487
54	53	2.74912
54	55	2.96211
54	61	3.23143
54	62	3.2171
55	20	1.82306
55	31	1.94366
55	36	2.40345
55	42	2.23864
55	53	2.73906
55	54	2.96211
55	61	3.22136
55	62	3.20704
56	9	2.90788
56	16	2.16516
56	24	2.12331
56	25	2.23439
56	35	2.96772
56	37	2.6419
56	41	2.8226
56	48	2.50171
57	2	2.15292
57	7	2.23671
57	12	2.75434
57	15	2.13198
57	19	2.37118
57	28	2.69833
57	43	2.79405
57	51	3.22515
58	11	1.96015
58	33	2.15231
58	34	2.45559
58	44	1.9745
58	47	2.19199
58	63	3.11797
58	65	3.22499
58	66	3.1839
59	3	2.17062
59	6	2.29598
59	17	2.02092
59	26	2.55951
59	39	2.73274
59	40	2.79746
59	46	2.745
59	50	3.04243
60	1	2.21498
60	4	2.13832
60	5	2.29161
60	13	2.25586
60	18	2.33102
60	32	2.8402
60	38	2.97268
60	52	3.32002
61	20	2.09237
61	21	1.99104
61	31	2.21298
61	36	2.67276
61	42	2.50796
61	53	3.00837
61	54	3.23143
61	55	3.22136
61	62	3.47635
62	20	2.07805
62	21	1.97671
62	31	2.19865
62	36	2.65844
62	42	2.49363
62	53	2.99405
62	54	3.2171
62	55	3.20704
62	61	3.47635
63	8	2.27259
63	10	2.25739
63	29	2.21615
63	33	2.52961
63	44	2.3518
63	45	2.48058
63	58	3.11797
63	64	3.99733
63	65	3.60229
63	66	3.5612
64	9	3.64829
64	22	2.29441
64	27	2.70958
64	29	2.71821
64	30	2.87818
64	44	2.85386
64	45	2.98264
64	63	3.99733
64	65	4.10435
64	66	4.06326
64	67	4.264
65	11	2.44446
65	22	1.89936
65	27	2.31454
65	30	2.48313
65	45	2.58759
65	47	2.6763
65	58	3.22499
65	63	3.60229
65	64	4.10435
65	66	3.66821
65	67	3.86895
66	8	2.33851
66	10	2.32332
66	23	2.3068
66	30	2.44204
66	45	2.5465
66	47	2.63521
66	58	3.1839
66	63	3.5612
66	64	4.06326
66	65	3.66821
66	67	3.82786
67	22	2.05901
67	23	2.50754
67	27	2.47419
67	29	2.48281
67	33	2.79627
67	34	3.09955
67	44	2.61846
67	47	2.83595
67	64	4.264
67	65	3.86895
67	66	3.82786
