66 212
1	28	1.33129
1	32	1.63587
1	45	1.95884
1	51	2.13167
2	7	2.11428
2	14	1.65027
2	18	2.10364
2	22	1.65452
3	8	1.23354
3	26	1.52405
3	45	2.10568
3	51	2.27851
4	7	2.82117
4	14	2.35716
4	22	2.36141
4	44	1.85203
5	13	0.95221
5	35	1.4314
5	49	2.20704
5	59	2.54868
6	38	1.22422
6	60	1.98317
6	61	2.10965
6	63	2.09861
7	2	2.11428
7	4	2.82117
7	12	2.07115
7	58	3.16228
8	3	1.23354
8	30	1.46418
8	45	2.12497
8	51	2.29779
9	48	1.39505
9	56	1.65995
9	57	1.71633
9	64	2.13221
10	46	1.61425
10	57	1.51869
10	64	1.93457
10	65	1.99291
11	41	1.6807
11	52	1.94731
11	54	1.9079
11	55	1.89184
12	7	2.07115
12	14	1.60714
12	18	2.06051
12	22	1.6114
13	5	0.95221
13	27	0.984702
13	58	2.81126
13	59	2.47211
14	2	1.65027
14	4	2.35716
14	12	1.60714
14	18	1.56842
15	47	1.77907
15	52	1.92006
15	54	1.88064
15	55	1.86458
16	24	1.03244
16	49	1.8128
16	58	2.49359
16	59	2.15444
17	34	0.9748
17	60	2.03143
17	61	2.15791
17	63	2.14687
18	2	2.10364
18	12	2.06051
18	14	1.56842
18	22	1.57267
19	24	1.03244
19	49	1.8128
19	58	2.49359
19	59	2.15444
20	46	1.85203
20	49	2.17544
20	58	2.85623
20	59	2.51708
21	40	1.52886
21	41	1.72459
21	47	1.85022
21	52	1.9912
22	2	1.65452
22	4	2.36141
22	12	1.6114
22	18	1.57267
23	42	1.48436
23	46	2.03879
23	53	1.71672
23	62	2.18369
23	66	2.33587
24	16	1.03244
24	19	1.03244
24	35	1.8293
24	58	3.28574
24	59	2.94659
25	56	1.64472
25	62	1.94156
25	64	2.11698
25	65	2.17532
25	66	2.09374
26	3	1.52405
26	28	1.78791
26	30	1.75469
26	32	2.09249
26	51	2.5883
27	13	0.984702
27	35	1.46389
27	49	2.23953
27	58	2.92033
27	59	2.58118
28	1	1.33129
28	26	1.78791
28	32	2.04657
28	45	2.36955
28	51	2.54237
29	40	1.75721
29	41	1.95294
29	47	2.07857
29	54	2.18014
29	55	2.16408
30	8	1.46418
30	26	1.75469
30	32	2.01334
30	45	2.33632
30	51	2.50915
31	37	1.22423
31	39	1.4309
31	60	2.34312
31	61	2.4696
31	63	2.45857
32	1	1.63587
32	26	2.09249
32	28	2.04657
32	30	2.01334
32	45	2.67413
32	51	2.84695
33	42	1.69346
33	48	1.83104
33	50	1.69557
33	64	2.56821
33	65	2.62655
33	66	2.54496
34	17	0.9748
34	38	1.99755
34	43	1.78523
34	60	2.7565
34	61	2.88298
34	63	2.87195
35	5	1.4314
35	24	1.8293
35	27	1.46389
35	49	2.60966
35	58	3.29045
35	59	2.9513
36	40	1.92139
36	41	2.11712
36	47	2.24275
36	52	2.38374
36	54	2.34432
36	55	2.32826
37	31	1.22423
37	39	1.78201
37	43	1.72296
37	60	2.69423
37	61	2.82071
37	63	2.80968
38	6	1.22422
38	34	1.99755
38	39	2.14196
38	43	2.08291
38	44	2.44762
38	61	3.18066
38	63	3.16962
39	31	1.4309
39	37	1.78201
39	38	2.14196
39	44	2.29435
39	60	2.90091
39	61	3.02739
39	63	3.01635
40	21	1.52886
40	29	1.75721
40	36	1.92139
40	47	2.84427
40	52	2.98525
40	54	2.94584
40	55	2.92977
41	11	1.6807
41	21	1.72459
41	29	1.95294
41	36	2.11712
41	52	3.18098
41	54	3.14157
41	55	3.1255
42	23	1.48436
42	33	1.69346
42	50	2.07064
42	56	2.47101
42	62	2.76785
42	65	3.00161
42	66	2.92003
43	34	1.78523
43	37	1.72296
43	38	2.08291
43	44	2.2353
43	60	2.84185
43	61	2.96833
43	63	2.9573
44	4	1.85203
44	38	2.44762
44	39	2.29435
44	43	2.2353
44	60	3.20657
