1000 7692
1	660	0.4615
1	767	1.53544
1	867	3.27177
1	912	2.9081
1	914	2.71243
1	953	3.88936
1	976	4.60207
2	425	2.1598
2	497	2.38771
2	523	2.53904
2	656	2.87983
2	701	2.9658
2	781	2.34798
2	806	3.73605
3	789	3.03387
3	927	1.95036
3	945	2.53264
3	955	2.93528
3	964	3.03594
3	965	3.03394
3	966	3.18029
4	653	0.515051
4	861	1.68242
4	862	3.9824
4	916	2.55167
4	962	3.58925
4	977	4.04561
4	992	4.28422
5	752	0.697186
5	836	5.87878
5	873	1.45466
5	922	2.84447
5	968	3.52077
5	972	3.79623
5	999	4.3549
6	281	1.34874
6	305	1.21809
6	601	2.58473
6	654	1.8088
6	715	3.10617
6	828	4.04005
6	852	4.37045
7	625	1.81208
7	787	0.0189487
7	958	2.58508
7	980	3.41352
7	982	3.41889
7	983	3.5016
7	991	3.74756
8	682	0.194796
8	785	0.690824
8	853	1.53634
8	934	3.18162
8	952	3.5454
8	961	3.71119
8	971	3.80806
9	497	4.15692
9	783	1.11942
9	884	1.96276
9	915	2.50599
9	926	3.01171
9	974	3.7933
9	981	4.27505
10	17	1.15232
10	54	0.347185
10	551	2.6834
10	808	3.7359
10	850	3.98806
10	907	4.76137
10	949	2.66739
11	173	1.64342
11	215	1.80047
11	410	2.70177
11	442	2.81973
11	459	1.61879
11	614	3.40894
11	803	4.29391
12	639	2.10748
12	692	2.51705
12	736	2.52819
12	780	3.04707
12	812	3.19298
12	825	3.27546
12	912	3.48957
13	538	0.109379
13	848	0.193726
13	929	2.45245
13	949	2.92039
13	957	3.13462
13	970	3.4312
13	995	4.42646
14	855	3.10237
14	897	0.383876
14	957	2.48999
14	969	2.63124
14	990	3.54123
14	995	3.78182
14	1000	3.84015
15	28	0.756003
15	421	1.63997
15	640	2.25633
15	680	2.91363
15	855	4.24735
15	921	4.85495
15	936	1.70736
16	360	0.102336
16	694	0.356735
16	861	2.38128
16	943	4.10033
16	970	2.2918
16	977	4.74447
16	992	4.98308
17	10	1.15232
17	474	1.2752
17	565	1.43051
17	617	1.84627
17	834	3.76585
17	850	3.92764
17	907	4.70095
18	551	1.86643
18	562	0.388919
18	583	1.26761
18	781	2.78752
18	834	3.0093
18	885	3.79297
18	907	3.94439
19	188	0.797407
19	456	0.804204
19	711	2.25937
19	725	2.00861
19	859	3.43771
19	918	4.41205
19	939	4.95748
20	799	0.888903
20	818	1.81019
20	829	1.52846
20	877	1.95682
20	888	2.24541
20	974	3.87835
20	981	4.3601
21	22	1.44053
21	343	2.24019
21	414	2.59428
21	510	2.62017
21	699	3.59266
21	803	4.1804
21	979	2.59939
22	21	1.44053
22	226	1.4476
22	369	2.09439
22	414	2.24732
22	442	2.35926
22	699	3.2457
22	803	3.83344
23	569	0.646551
23	895	1.43965
23	912	3.48957
23	960	2.84381
23	989	3.92102
23	993	3.76099
23	997	4.05621
24	146	0.759053
24	485	2.11731
24	544	1.8321
24	557	2.13431
24	683	2.71906
24	744	3.1028
24	862	4.00361
25	101	0.725668
25	516	4.15692
25	690	2.41665
25	692	3.11131
25	724	2.98601
25	780	3.64133
25	812	3.78725
26	557	4.68722
26	560	0.545021
26	755	1.49664
26	884	2.54609
26	902	2.84548
26	974	4.37663
26	981	4.85838
27	823	2.23135
27	844	1.9494
27	881	2.69452
27	882	2.73957
27	919	3.34834
27	930	3.70505
27	957	2.46209
28	15	0.756003
28	487	2.092
28	509	1.6943
28	562	1.96385
28	708	2.7725
28	756	2.97908
28	921	4.4105
29	731	1.26307
29	823	2.54214
29	826	2.13771
29	863	2.48113
29	882	3.05035
29	919	3.65912
29	930	4.01584
30	693	2.60651
30	860	0.113325
30	944	2.30841
30	980	3.45925
30	982	3.46462
30	983	3.54733
30	991	3.79329
31	402	1.10674
31	453	0.214693
31	633	0.39843
31	737	1.57328
31	924	3.4446
31	986	4.93509
31	996	4.99539
32	101	0.582509
32	113	0.963929
32	690	2.27349
32	724	2.84286
32	749	2.93187
32	784	3.42949
32	812	3.64409
33	386	3.16228
33	543	1.51829
33	555	1.53832
33	687	2.00423
33	852	3.5469
33	892	3.97136
33	894	4.08912
34	133	1.85203
34	453	0.993952
34	541	0.73158
34	570	0.89535
34	704	1.92553
34	986	6.03076
34	996	6.09106
35	45	0.245341
35	168	0.287456
35	780	3.05454
35	956	3.84304
35	963	4.024
35	967	4.0113
35	975	4.25607
36	239	2.26274
36	927	1.95434
36	936	2.51277
36	955	2.93925
36	964	3.03992
36	965	3.03792
36	966	3.18426
37	534	0.959599
37	573	1.9213
37	615	1.60625
37	801	2.82756
37	810	2.88526
37	814	2.98418
37	851	3.48409
38	196	0.526125
38	321	0.8598
38	584	1.73599
38	710	2.42064
38	838	3.3196
38	875	3.82427
38	891	3.98182
39	142	0.312086
39	391	3.16228
39	480	1.10732
39	786	2.32266
39	874	3.32529
39	909	4.17669
39	968	5.42418
40	157	2.75546
40	200	3.03255
40	424	3.64829
40	425	3.2821
40	497	3.51001
40	502	4.15692
40	701	4.0881
41	309	0.993446
41	529	1.58126
41	620	2.25982
41	623	2.33873
41	717	2.77414
41	778	2.93064
41	845	3.7902
42	261	0.332037
42	555	1.24752
42	715	1.99182
42	758	2.36188
42	852	3.2561
42	892	3.68056
42	894	3.79832
43	400	0.173744
43	683	2.56859
43	779	2.20363
43	859	2.73602
43	913	3.5887
43	918	3.71035
43	939	4.25579
44	849	2.63781
44	883	0.734271
44	910	1.36517
44	954	2.84264
44	957	3.02807
44	995	4.3199
44	1000	4.37823
45	35	0.245341
45	141	0.289019
45	689	3.2
45	948	3.92344
45	956	3.87262
45	963	4.05357
45	975	4.28564
46	160	0.464083
46	214	1.05221
46	462	1.88915
46	485	2.55554
46	715	3.25584
46	892	4.94459
46	894	5.06234
47	154	0.357724
47	787	0.060111
47	870	0.571642
47	980	3.81578
47	982	3.82115
47	983	3.90386
47	991	4.14981
48	586	1.42105
48	622	1.36274
48	633	1.31752
48	772	2.34905
48	776	8.94427
48	924	4.36369
48	986	5.85418
49	618	0.545909
49	700	0.242988
49	746	1.33205
49	854	2.52024
49	928	3.65989
49	951	3.99118
49	973	4.37599
50	511	4.15692
50	927	1.98818
50	931	2.34352
50	955	2.9731
50	964	3.07376
50	965	3.07176
50	966	3.21811
51	817	2.58083
51	899	1.52688
51	936	2.67878
51	945	2.70263
51	964	3.20593
51	965	3.20393
51	966	3.35028
52	66	0.523001
52	269	2.7
52	504	1.50264
52	688	2.36065
52	858	3.76705
